TIME,PULSES,CONTROLLERVOLTAGE,CONTROLLER,KP,TAUD,TAUI 
0,0.0,-0.33,1.0,1.25,0.0,0.0
1,0.0,-0.33,1.0,1.25,0.0,0.0
2,0.0,-0.33,1.0,1.25,0.0,0.0
3,0.0,-0.33,1.0,1.25,0.0,0.0
4,0.0,-0.33,1.0,1.25,0.0,0.0
5,0.0,-0.33,1.0,1.25,0.0,0.0
6,0.0,-0.33,1.0,1.25,0.0,0.0
7,0.0,-0.33,1.0,1.25,0.0,0.0
8,0.0,-0.33,1.0,1.25,0.0,0.0
9,0.0,-0.33,1.0,1.25,0.0,0.0
10,0.0,883.65,1.0,1.25,0.0,0.0
11,0.0,883.65,1.0,1.25,0.0,0.0
12,0.0,883.65,1.0,1.25,0.0,0.0
13,1.0,883.65,1.0,1.25,0.0,0.0
14,1.0,883.65,1.0,1.25,0.0,0.0
15,1.0,883.65,1.0,1.25,0.0,0.0
16,2.0,883.65,1.0,1.25,0.0,0.0
17,3.0,883.65,1.0,1.25,0.0,0.0
18,4.0,883.65,1.0,1.25,0.0,0.0
19,5.0,883.65,1.0,1.25,0.0,0.0
20,6.0,587.82,1.0,1.25,0.0,0.0
21,7.0,587.82,1.0,1.25,0.0,0.0
22,9.0,587.82,1.0,1.25,0.0,0.0
23,10.0,587.82,1.0,1.25,0.0,0.0
24,12.0,587.82,1.0,1.25,0.0,0.0
25,14.0,587.82,1.0,1.25,0.0,0.0
26,15.0,587.82,1.0,1.25,0.0,0.0
27,17.0,587.82,1.0,1.25,0.0,0.0
28,19.0,587.82,1.0,1.25,0.0,0.0
29,21.0,587.82,1.0,1.25,0.0,0.0
30,23.0,584.3,1.0,1.25,0.0,0.0
31,26.0,584.3,1.0,1.25,0.0,0.0
32,28.0,584.3,1.0,1.25,0.0,0.0
33,30.0,584.3,1.0,1.25,0.0,0.0
34,32.0,584.3,1.0,1.25,0.0,0.0
35,35.0,584.3,1.0,1.25,0.0,0.0
36,37.0,584.3,1.0,1.25,0.0,0.0
37,40.0,584.3,1.0,1.25,0.0,0.0
38,42.0,584.3,1.0,1.25,0.0,0.0
39,45.0,584.3,1.0,1.25,0.0,0.0
40,48.0,579.72,1.0,1.25,0.0,0.0
41,51.0,579.72,1.0,1.25,0.0,0.0
42,54.0,579.72,1.0,1.25,0.0,0.0
43,56.0,579.72,1.0,1.25,0.0,0.0
44,59.0,579.72,1.0,1.25,0.0,0.0
45,62.0,579.72,1.0,1.25,0.0,0.0
46,65.0,579.72,1.0,1.25,0.0,0.0
47,69.0,579.72,1.0,1.25,0.0,0.0
48,72.0,579.72,1.0,1.25,0.0,0.0
49,75.0,579.72,1.0,1.25,0.0,0.0
50,78.0,574.32,1.0,1.25,0.0,0.0
51,81.0,574.32,1.0,1.25,0.0,0.0
52,84.0,574.32,1.0,1.25,0.0,0.0
53,88.0,574.32,1.0,1.25,0.0,0.0
54,91.0,574.32,1.0,1.25,0.0,0.0
55,94.0,574.32,1.0,1.25,0.0,0.0
56,98.0,574.32,1.0,1.25,0.0,0.0
57,101.0,574.32,1.0,1.25,0.0,0.0
58,105.0,574.32,1.0,1.25,0.0,0.0
59,108.0,574.32,1.0,1.25,0.0,0.0
60,112.0,568.68,1.0,1.25,0.0,0.0
61,115.0,568.68,1.0,1.25,0.0,0.0
62,119.0,568.68,1.0,1.25,0.0,0.0
63,122.0,568.68,1.0,1.25,0.0,0.0
64,126.0,568.68,1.0,1.25,0.0,0.0
65,130.0,568.68,1.0,1.25,0.0,0.0
66,133.0,568.68,1.0,1.25,0.0,0.0
67,137.0,568.68,1.0,1.25,0.0,0.0
68,141.0,568.68,1.0,1.25,0.0,0.0
69,144.0,568.68,1.0,1.25,0.0,0.0
70,148.0,562.3,1.0,1.25,0.0,0.0
71,152.0,562.3,1.0,1.25,0.0,0.0
72,157.0,562.3,1.0,1.25,0.0,0.0
73,160.0,562.3,1.0,1.25,0.0,0.0
74,164.0,562.3,1.0,1.25,0.0,0.0
75,168.0,562.3,1.0,1.25,0.0,0.0
76,172.0,562.3,1.0,1.25,0.0,0.0
77,176.0,562.3,1.0,1.25,0.0,0.0
78,180.0,562.3,1.0,1.25,0.0,0.0
79,183.0,562.3,1.0,1.25,0.0,0.0
80,187.0,555.75,1.0,1.25,0.0,0.0
81,191.0,555.75,1.0,1.25,0.0,0.0
82,195.0,555.75,1.0,1.25,0.0,0.0
83,199.0,555.75,1.0,1.25,0.0,0.0
84,203.0,555.75,1.0,1.25,0.0,0.0
85,207.0,555.75,1.0,1.25,0.0,0.0
86,211.0,555.75,1.0,1.25,0.0,0.0
87,215.0,555.75,1.0,1.25,0.0,0.0
88,219.0,555.75,1.0,1.25,0.0,0.0
89,223.0,555.75,1.0,1.25,0.0,0.0
90,227.0,549.37,1.0,1.25,0.0,0.0
91,231.0,549.37,1.0,1.25,0.0,0.0
92,235.0,549.37,1.0,1.25,0.0,0.0
93,239.0,549.37,1.0,1.25,0.0,0.0
94,243.0,549.37,1.0,1.25,0.0,0.0
95,247.0,549.37,1.0,1.25,0.0,0.0
96,252.0,549.37,1.0,1.25,0.0,0.0
97,256.0,549.37,1.0,1.25,0.0,0.0
98,260.0,549.37,1.0,1.25,0.0,0.0
99,264.0,549.37,1.0,1.25,0.0,0.0
100,268.0,542.5,1.0,1.25,0.0,0.0
101,272.0,542.5,1.0,1.25,0.0,0.0
102,276.0,542.5,1.0,1.25,0.0,0.0
103,280.0,542.5,1.0,1.25,0.0,0.0
104,284.0,542.5,1.0,1.25,0.0,0.0
105,289.0,542.5,1.0,1.25,0.0,0.0
106,293.0,542.5,1.0,1.25,0.0,0.0
107,297.0,542.5,1.0,1.25,0.0,0.0
108,301.0,542.5,1.0,1.25,0.0,0.0
109,305.0,542.5,1.0,1.25,0.0,0.0
110,310.0,535.54,1.0,1.25,0.0,0.0
111,314.0,535.54,1.0,1.25,0.0,0.0
112,318.0,535.54,1.0,1.25,0.0,0.0
113,322.0,535.54,1.0,1.25,0.0,0.0
114,326.0,535.54,1.0,1.25,0.0,0.0
115,330.0,535.54,1.0,1.25,0.0,0.0
116,335.0,535.54,1.0,1.25,0.0,0.0
117,339.0,535.54,1.0,1.25,0.0,0.0
118,343.0,535.54,1.0,1.25,0.0,0.0
119,348.0,535.54,1.0,1.25,0.0,0.0
120,352.0,528.67,1.0,1.25,0.0,0.0
121,356.0,528.67,1.0,1.25,0.0,0.0
122,360.0,528.67,1.0,1.25,0.0,0.0
123,364.0,528.67,1.0,1.25,0.0,0.0
124,369.0,528.67,1.0,1.25,0.0,0.0
125,373.0,528.67,1.0,1.25,0.0,0.0
126,377.0,528.67,1.0,1.25,0.0,0.0
127,381.0,528.67,1.0,1.25,0.0,0.0
128,386.0,528.67,1.0,1.25,0.0,0.0
129,390.0,528.67,1.0,1.25,0.0,0.0
130,394.0,521.8,1.0,1.25,0.0,0.0
131,399.0,521.8,1.0,1.25,0.0,0.0
132,403.0,521.8,1.0,1.25,0.0,0.0
133,407.0,521.8,1.0,1.25,0.0,0.0
134,412.0,521.8,1.0,1.25,0.0,0.0
135,416.0,521.8,1.0,1.25,0.0,0.0
136,420.0,521.8,1.0,1.25,0.0,0.0
137,424.0,521.8,1.0,1.25,0.0,0.0
138,429.0,521.8,1.0,1.25,0.0,0.0
139,433.0,521.8,1.0,1.25,0.0,0.0
140,437.0,514.68,1.0,1.25,0.0,0.0
141,442.0,514.68,1.0,1.25,0.0,0.0
142,446.0,514.68,1.0,1.25,0.0,0.0
143,450.0,514.68,1.0,1.25,0.0,0.0
